frame_index,timestamp_sec,trunk_angle_deg,left_knee_deg,right_knee_deg,left_elbow_deg,right_elbow_deg,hip_height_px,trajectory_dx,trajectory_dy,speed_proxy,posture_label,terrain_label,balance_score,line_efficiency_score
222,3.704625,-113.9944260796819,144.62810236639592,138.45180755024893,129.15907979600047,157.469918215774,367.2919921875,,,,defensive,unknown,93.82,70.0
223,3.7213125000000002,-114.65032228542508,144.03404922898707,139.7265898195843,141.13466598120044,158.36358543762245,366.7605514526367,0.545684814453125,0.345855712890625,0.6460557954726696,defensive,technical_or_slow,95.69,99.56
224,3.738,-115.2620568401542,147.89035698756817,137.6638324601516,134.85429710932124,160.3703263711892,366.96081034342444,2.65374755859375,0.1618499755859375,2.6586785287694066,defensive,technical_or_slow,89.77,97.88
225,3.7546875,-116.07102959884156,150.5158824041945,134.91508000878179,130.9919517943158,160.13694054789002,366.6977348327637,1.279693603515625,1.1563568115234375,1.7247541257916899,defensive,technical_or_slow,84.4,98.98
226,3.7713750000000004,-117.55792929873265,157.321308966203,128.34000915585838,122.58782294353324,158.86118996169893,367.3797180175781,3.4459075927734375,0.3391265869140625,3.4625548342063275,defensive,technical_or_slow,71.02,97.24
227,3.7880625,-119.08977100139802,160.63898466885996,124.48664339281461,124.04601253952767,158.62256000405662,367.97482604980473,2.6019134521484375,-0.0835113525390625,2.603253302787476,defensive,technical_or_slow,63.85,97.92
228,3.8047500000000003,-119.62906056947014,167.02848502247267,122.59750346282381,113.75826630760231,157.61259447925906,369.38526306152346,2.1328887939453125,0.7542877197265625,2.2623360872045044,defensive,technical_or_slow,55.57,98.29
229,3.8214375,-119.93710328392628,168.93898094974963,116.64386959946599,106.97695218350889,156.2636053087888,370.4791564941406,2.89007568359375,-0.101104736328125,2.8918436376484573,defensive,technical_or_slow,47.7,97.69
230,3.8381250000000002,-120.05831277517925,168.0734488489819,112.79710274271058,104.45792144693569,156.30412219661233,371.76490783691406,1.643280029296875,1.066375732421875,1.9589605553415894,defensive,technical_or_slow,44.72,98.69
231,3.8548125,-119.81768847293176,154.9208485512542,113.77538717537323,110.05278541274633,156.32580404579645,372.39116821289065,1.334259033203125,1.1202850341796875,1.742207141958476,defensive,technical_or_slow,58.85,98.93
232,3.8715,-120.01682602470076,156.94265317234255,115.71446660374964,95.8308080497523,155.65795559689326,373.0349548339844,2.951171875,1.176513671875,3.1770426273343912,defensive,technical_or_slow,58.77,97.64
